title,img_src,page,author,publisher,original price,sale price
언니가 남자 주인공을 주워 왔다 3,https://bookthumb-phinf.pstatic.net/cover/163/268/16326859.jpg?type=m1&udate=Fri May 08 22:07:41 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16326859, 문시현,에이템포미디어,"12,500원","11,250원(-10%)"
그랜드 마스터 회귀하다. 12,https://bookthumb-phinf.pstatic.net/cover/163/445/16344576.jpg?type=m1&udate=Fri May 08 22:07:41 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16344576, 날망,영상출판미디어(영상노트),"8,000원","7,200원(-10%)"
언니가 남자 주인공을 주워 왔다 4,https://bookthumb-phinf.pstatic.net/cover/163/268/16326860.jpg?type=m1&udate=Fri May 08 22:07:41 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16326860, 문시현,에이템포미디어,"12,500원","11,250원(-10%)"
언니가 남자 주인공을 주워 왔다 5,https://bookthumb-phinf.pstatic.net/cover/163/268/16326861.jpg?type=m1&udate=Fri May 08 22:07:41 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16326861, 문시현,에이템포미디어,"12,500원","11,250원(-10%)"
동물원 옆 미술관,https://bookthumb-phinf.pstatic.net/cover/163/385/16338572.jpg?type=m1&udate=Fri May 08 22:07:41 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338572, 송지성,마롱,"9,000원","8,100원(-10%)"
정령의 펜던트 6,https://bookthumb-phinf.pstatic.net/cover/163/490/16349011.jpg?type=m1&udate=Fri May 08 22:07:41 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16349011, 발렌,드림북스,"8,000원","7,200원(-10%)"
"빵과 수프, 고양이와 함께하기 좋은 날 : 하나",https://bookthumb-phinf.pstatic.net/cover/163/414/16341495.jpg?type=m1&udate=Fri May 08 22:07:41 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16341495, 무레 요코 저,북포레스트,"13,000원","11,700원(-10%)"
마왕성 플레이어 13,https://bookthumb-phinf.pstatic.net/cover/163/443/16344385.jpg?type=m1&udate=Fri May 08 22:07:41 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16344385, 트레샤,위시북스,"8,000원","7,200원(-10%)"
노멀 피플,https://bookthumb-phinf.pstatic.net/cover/163/392/16339250.jpg?type=m1&udate=Fri May 08 22:07:41 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16339250, 샐리 루니,아르테(arte),"14,000원","12,600원(-10%)"
천재들의 고양이,https://bookthumb-phinf.pstatic.net/cover/163/293/16329340.jpg?type=m1&udate=Fri May 08 22:07:41 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329340, 진주현,꿈공장플러스,"13,000원","11,700원(-10%)"
악역 영애이기 때문에 최종 보스를 길러보았습니다. 4(J노블 퍼플(J Novel Purple)),https://bookthumb-phinf.pstatic.net/cover/163/420/16342041.jpg?type=m1&udate=Fri May 08 22:07:41 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16342041, 나가세 사라사,서울미디어코믹스(서울문화사),"7,000원","6,300원(-10%)"
"빵과 수프, 고양이와 함께하기 좋은 날 : 둘",https://bookthumb-phinf.pstatic.net/cover/163/414/16341496.jpg?type=m1&udate=Fri May 08 22:07:41 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16341496, 무레 요코 저,북포레스트,"13,000원","11,700원(-10%)"
"헌터님, 혹시 양아치세요?. 1",https://bookthumb-phinf.pstatic.net/cover/163/443/16344386.jpg?type=m1&udate=Fri May 08 22:07:41 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16344386, 구노뇽,파피루스,"8,000원","7,200원(-10%)"
플로리다,https://bookthumb-phinf.pstatic.net/cover/163/410/16341091.jpg?type=m1&udate=Fri May 08 22:07:41 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16341091, 로런 그로프,문학동네,"14,500원","13,050원(-10%)"
재령,https://bookthumb-phinf.pstatic.net/cover/163/385/16338546.jpg?type=m1&udate=Fri May 08 22:07:41 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338546, 윤보인,나무옆의자,"13,000원","11,700원(-10%)"
하쿠바산장 살인사건,https://bookthumb-phinf.pstatic.net/cover/163/440/16344008.jpg?type=m1&udate=Fri May 08 22:07:41 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16344008, 히가시노 게이고,알에이치코리아,"15,800원","14,220원(-10%)"
유리구두가 깨지면,https://ssl.pstatic.net/static/book/image/juvenile_pest_82X116.gif&udate=Fri May 08 22:07:41 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338748, 이혜위,동아,"11,000원","9,900원(-10%)"
"헌터님, 혹시 양아치세요?. 2",https://bookthumb-phinf.pstatic.net/cover/163/443/16344387.jpg?type=m1&udate=Fri May 08 22:07:41 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16344387, 구노뇽,파피루스,"8,000원","7,200원(-10%)"
떠도는 땅,https://bookthumb-phinf.pstatic.net/cover/163/435/16343500.jpg?type=m1&udate=Fri May 08 22:07:41 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16343500, 김숨,은행나무,"13,500원","12,150원(-10%)"
